Year,Geography,Age Group,Gender,Indicators,VALUE
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived mental health, excellent or very good",3300.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived mental health, excellent or very good",1500.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived mental health, excellent or very good",5000.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived mental health, excellent or very good",46.6
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived mental health, excellent or very good",26.5
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived mental health, excellent or very good",66.8
2023,Newfoundland and Labrador,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",4900.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",2800.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",7000.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",73.7
2023,Newfoundland and Labrador,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",55.7
2023,Newfoundland and Labrador,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",91.7
2023,Newfoundland and Labrador,15 to 17 years,Male,Met sleep guidelines in the last 7 days,4400.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Met sleep guidelines in the last 7 days,2400.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Met sleep guidelines in the last 7 days,6500.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Met sleep guidelines in the last 7 days,66.7
2023,Newfoundland and Labrador,15 to 17 years,Male,Met sleep guidelines in the last 7 days,47.7
2023,Newfoundland and Labrador,15 to 17 years,Male,Met sleep guidelines in the last 7 days,85.7
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived health, fair or poor",5500.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived health, fair or poor",3400.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived health, fair or poor",7600.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived health, fair or poor",78.3
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived health, fair or poor",60.8
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived health, fair or poor",95.8
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived mental health, fair or poor",5300.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived mental health, fair or poor",3100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived mental health, fair or poor",7400.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived mental health, fair or poor",75.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived mental health, fair or poor",57.5
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived mental health, fair or poor",92.6
2023,Newfoundland and Labrador,15 to 17 years,Male,"Smoking, daily or occasionally",6500.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Smoking, daily or occasionally",4300.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Smoking, daily or occasionally",8700.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Smoking, daily or occasionally",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Smoking, daily or occasionally",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Smoking, daily or occasionally",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Smoking, daily",6500.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Smoking, daily",4300.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Smoking, daily",8700.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Smoking, daily",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Smoking, daily",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Smoking, daily",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Cannabis use in the past 12 months,4300.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Cannabis use in the past 12 months,2300.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Cannabis use in the past 12 months,6300.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Cannabis use in the past 12 months,62.8
2023,Newfoundland and Labrador,15 to 17 years,Male,Cannabis use in the past 12 months,43.2
2023,Newfoundland and Labrador,15 to 17 years,Male,Cannabis use in the past 12 months,82.4
2023,Newfoundland and Labrador,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",6900.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",4700.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",9100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",5500.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",3300.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",7600.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",79.7
2023,Newfoundland and Labrador,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",63.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",96.4
2023,Newfoundland and Labrador,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",4200.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",2300.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",6200.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",83.7
2023,Newfoundland and Labrador,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",64.9
2023,Newfoundland and Labrador,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Headache,5800.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Headache,3700.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Headache,8000.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Headache,83.4
2023,Newfoundland and Labrador,15 to 17 years,Male,Headache,68.9
2023,Newfoundland and Labrador,15 to 17 years,Male,Headache,97.8
2023,Newfoundland and Labrador,15 to 17 years,Male,Stomach ache,5800.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Stomach ache,3700.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Stomach ache,8000.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Stomach ache,83.4
2023,Newfoundland and Labrador,15 to 17 years,Male,Stomach ache,69.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Stomach ache,97.7
2023,Newfoundland and Labrador,15 to 17 years,Male,Backache,4900.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Backache,2800.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Backache,7000.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Backache,71.2
2023,Newfoundland and Labrador,15 to 17 years,Male,Backache,52.6
2023,Newfoundland and Labrador,15 to 17 years,Male,Backache,89.8
2023,Newfoundland and Labrador,15 to 17 years,Male,Difficulties in getting to sleep,3800.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Difficulties in getting to sleep,1900.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Difficulties in getting to sleep,5800.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Difficulties in getting to sleep,54.9
2023,Newfoundland and Labrador,15 to 17 years,Male,Difficulties in getting to sleep,34.7
2023,Newfoundland and Labrador,15 to 17 years,Male,Difficulties in getting to sleep,75.2
2023,Newfoundland and Labrador,15 to 17 years,Male,Changed eating habits to manage weight,6200.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Changed eating habits to manage weight,4000.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Changed eating habits to manage weight,8400.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Changed eating habits to manage weight,88.4
2023,Newfoundland and Labrador,15 to 17 years,Male,Changed eating habits to manage weight,74.9
2023,Newfoundland and Labrador,15 to 17 years,Male,Changed eating habits to manage weight,100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Changed eating habits to manage weight, daily",6500.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Changed eating habits to manage weight, daily",4300.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Changed eating habits to manage weight, daily",8700.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Changed eating habits to manage weight, daily",93.4
2023,Newfoundland and Labrador,15 to 17 years,Male,"Changed eating habits to manage weight, daily",83.8
2023,Newfoundland and Labrador,15 to 17 years,Male,"Changed eating habits to manage weight, daily",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Preoccupied with a desire to be thinner,5600.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Preoccupied with a desire to be thinner,3500.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Preoccupied with a desire to be thinner,7700.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Preoccupied with a desire to be thinner,81.4
2023,Newfoundland and Labrador,15 to 17 years,Male,Preoccupied with a desire to be thinner,65.1
2023,Newfoundland and Labrador,15 to 17 years,Male,Preoccupied with a desire to be thinner,97.8
2023,Newfoundland and Labrador,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",6100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",4000.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",8200.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",88.2
2023,Newfoundland and Labrador,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",74.4
2023,Newfoundland and Labrador,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Vomited to lose weight,6500.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Vomited to lose weight,4400.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Vomited to lose weight,8700.0
2023,Newfoundland and Labrador,15 to 17 years,Male,Vomited to lose weight,94.9
2023,Newfoundland and Labrador,15 to 17 years,Male,Vomited to lose weight,85.3
2023,Newfoundland and Labrador,15 to 17 years,Male,Vomited to lose weight,100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Vomited to lose weight, daily",6900.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Vomited to lose weight, daily",4700.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Vomited to lose weight, daily",9100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Vomited to lose weight, daily",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Vomited to lose weight, daily",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Vomited to lose weight, daily",100.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",3900.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",2000.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",5700.0
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",55.1
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",35.3
2023,Newfoundland and Labrador,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",74.8
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived health, excellent or very good",1900.0
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived health, excellent or very good",600.0
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived health, excellent or very good",3100.0
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived health, excellent or very good",25.3
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived health, excellent or very good",10.6
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived health, excellent or very good",40.0
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived mental health, excellent or very good",2100.0
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived mental health, excellent or very good",800.0
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived mental health, excellent or very good",3400.0
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived mental health, excellent or very good",28.8
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived mental health, excellent or very good",13.4
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived mental health, excellent or very good",44.1
2023,Newfoundland and Labrador,15 to 17 years,Female,Difficulties in getting to sleep,1500.0
2023,Newfoundland and Labrador,15 to 17 years,Female,Difficulties in getting to sleep,500.0
2023,Newfoundland and Labrador,15 to 17 years,Female,Difficulties in getting to sleep,2500.0
2023,Newfoundland and Labrador,15 to 17 years,Female,Difficulties in getting to sleep,20.7
2023,Newfoundland and Labrador,15 to 17 years,Female,Difficulties in getting to sleep,8.0
2023,Newfoundland and Labrador,15 to 17 years,Female,Difficulties in getting to sleep,33.3
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived mental health, fair or poor",2500.0
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived mental health, fair or poor",1200.0
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived mental health, fair or poor",3900.0
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived mental health, fair or poor",34.5
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived mental health, fair or poor",18.6
2023,Newfoundland and Labrador,15 to 17 years,Female,"Perceived mental health, fair or poor",50.4
2023,Newfoundland and Labrador,15 to 17 years,Female,Cannabis use in the past 12 months,3100.0
